title_of_posts,links_to_posts,poster_name,forum_name
[Warning] 420TokeIt marks orders shipped and cancels just a couple of days before Auto Finalize. ,/post/2205e738069aa55a7f2e,/u/GaramChai  ,/d/DarknetMarketsIndia
  ,/post/0635b8123402f6d49000,/u/GaramChai  ,/d/DarknetMarketsIndia
[Survey] How much will India pay for domestically shipped imported AAA+ strains? Be honest please.   ,/post/41b19758df9f4608051f,/u/lem0ngrasskushh  ,/d/DarknetMarketsIndia
BEST IN-IN WEED SHIPPING   ,/post/baa253f21d47a0d5f7c0,/u/DRocco786  ,/d/DarknetMarketsIndia
Customs   ,/post/d22208f05607d6217ec7,/u/r3b0rn  ,/d/DarknetMarketsIndia
Vendor & Product Review: Jurrasic Park & Red Bull XTC Pills - HeinekenExpress ,/post/65e4dba4dea711ef84a5,/u/MartyMcHigh  ,/d/DarknetMarketsIndia
  ,/post/6b46c57fd036f9ce3827,/u/litheworthless  ,/d/DarknetMarketsIndia
Which vendor ships the best MDMA to India?   ,/post/4d59cfd379c3fb1186b9,/u/TheEvangelion  ,/d/DarknetMarketsIndia
Vendors and the Basic Opsec Mistakes They Keep Making ,/post/5cd31b7c7a201cb37c0d,/u/CyberDrifter  ,/d/DarknetMarketsIndia
  ,/post/d57c6f68267f1d50ca73,/u/[deleted]  ,/d/DarknetMarketsIndia
Non arriving packages in the past months (Independence Day bakchodi)   ,/post/9b4dab8c31de412c2923,/u/TheEvangelion  ,/d/DarknetMarketsIndia
tantrikom39 Domestic LSD shipping   ,/post/c5f34689fa5c5c02b738,/u/[deleted]  ,/d/DarknetMarketsIndia
Home Office Funds The use of AI to help catch dark web paedophiles ,/post/ffe3544bcb15a9ec681f,/u/Bitcoinwiretransfer  ,/d/DarknetMarketsIndia
  ,/post/50f87d13b794a9557633,/u/patron888  ,/d/DarknetMarketsIndia
Looking for reviews   ,/post/31744c71b07663f0a477,/u/Rudelozer  ,/d/DarknetMarketsIndia
Anyone ordered MDMA from ShoppersStop on cryptonia?   ,/post/7b21c27e2b9dde8317f4,/u/chelseagrin  ,/d/DarknetMarketsIndia
best domastic vendor of cocaine   ,/post/1d5d452c4e8e060f6c08,/u/HackHindi  ,/d/DarknetMarketsIndia
NamasteLSD is a thief ,/post/ee2328df997fc94da685,/u/tripper  ,/d/DarknetMarketsIndia
  ,/post/beab86d8c39a87b18a54,/u/litheworthless  ,/d/DarknetMarketsIndia
"MDMA, Cocaine vendors with fast shipping to India?   ",/post/0c2af68354d10931138e,/u/BalajiRao111771  ,/d/DarknetMarketsIndia
HE 5 gm MDMA Review   ,/post/3ef04a0b76187632197c,/u/TheEvangelion  ,/d/DarknetMarketsIndia
REVIEW: 5 Tabs Cryptonia Offer to India (15DD) ,/post/5b4b09f0b776245dc0e7,/u/letskeeptrying  ,/d/DarknetMarketsIndia
  ,/post/f779ccc1acfe4252ec93,/u/ghosttits  ,/d/DarknetMarketsIndia
trouble with first order?   ,/post/8cd364be110b08d9a705,/u/logan235  ,/d/DarknetMarketsIndia
Sos_handle queries   ,/post/f8d8fb5ef218b1988cf5,/u/thumbsup90  ,/d/DarknetMarketsIndia
BrazilBulk now on EMPIRE ,/post/adc471d5efd5c934a4a0,/u/gotgame  ,/d/DarknetMarketsIndia
  ,/post/439352e21226bb53a773,/u/lovegreen1321  ,/d/DarknetMarketsIndia
Bad experiece with LSD vendor AlexGrey on Empire.   ,/post/5d770a8b6adeb1a286bc,/u/hihellodarknet  ,/d/DarknetMarketsIndia
Any  one ordered from 257crew   ,/post/6f655a0f115619b30a38,/u/twistypaawji  ,/d/DarknetMarketsIndia
SoS_Handle.. Delivery INDIA   ,/post/d82d8787164714315045,/u/[deleted]  ,/d/DarknetMarketsIndia
Vendor profile deactivated?   ,/post/3492cbe5554938cfc406,/u/[deleted]  ,/d/DarknetMarketsIndia
Vendor Review || Shoppers Stop || 1gm MDMA  - ABSOLUTE STEAL   ,/post/da804f80309292128c44,/u/[deleted]  ,/d/DarknetMarketsIndia
SCAMMER || VENDOR: Greentreecanada || Wickr DD ,/post/455db839054294241ac7,/u/[deleted]  ,/d/DarknetMarketsIndia
  ,/post/566303c6fb5e8d2566ab,/u/DankCaesar  ,/d/DarknetMarketsIndia
Any LSD vendors shipping to india at good rates   ,/post/647b2a4f9ea7b054cd36,/u/DankCaesar  ,/d/DarknetMarketsIndia
NEED A HONEST COCAINE VENDOR   ,/post/7855ec851a2fb336c14b,/u/patron888  ,/d/DarknetMarketsIndia
"The domestic India scene is about to change. To all the reviewers, commenters and vendors we appreciate and thank you for making this community one of   ",/post/f577b1e855392a62c088,/u/GaramChai  ,/d/DarknetMarketsIndia
SCAMMER ALERT || VENDOR: GreenTreeCanada || Wickr Deal Gone Wrong   ,/post/b0cb4b29ef0b9ca01b33,/u/[deleted]  ,/d/DarknetMarketsIndia
NamasteLSD Transaction Updates   ,/post/35702d0524fe38c255f0,/u/roger19  ,/d/DarknetMarketsIndia
Vendor Bania faces up to 20 years in prison ,/post/f4a20b9d962f87b7f4c0,/u/[deleted]  ,/d/DarknetMarketsIndia
  ,/post/56ddced4ae2500e00234,/u/danknation10011  ,/d/DarknetMarketsIndia
Vendor Appreciation - SoS_Handle   ,/post/d3917f234d6c404ae93f,/u/lachu9909  ,/d/DarknetMarketsIndia
WHY DOMESTIC ORDERS OF NAMASTELSD ARE GETTING DELAYED?   ,/post/81968525946cca5e7bb2,/u/MaMaIndia  ,/d/DarknetMarketsIndia
MARTY YOU THE FUCKING MAN!!!!   ,/post/fc051dc068d0798030c2,/u/patron888  ,/d/DarknetMarketsIndia
POPULATION   ,/post/d51d487e11bdf9ee6b8a,/u/TheEvangelion  ,/d/DarknetMarketsIndia
Review: 5 XTC Pills Promo to India via Dread Post (19T2D) ,/post/0b38444eaadda8b93871,/u/lachu9909  ,/d/DarknetMarketsIndia
  ,/post/14fcb1c225ed15986e95,/u/patron888  ,/d/DarknetMarketsIndia
ANY DOMESTIC VENDOR FOR XTC??   ,/post/620512f17b32caa69e2a,/u/dracuda  ,/d/DarknetMarketsIndia
SEND ITEM TO CUSTOMS   ,/post/7b3c4e8a0bc6874d7f20,/u/[deleted]  ,/d/DarknetMarketsIndia
LSD order review ,/post/964e5316ce7bde43a3c5,/u/nautankiVas  ,/d/DarknetMarketsIndia
  ,/post/ae61cffae12dd84f3608,/u/tambola420  ,/d/DarknetMarketsIndia
"Capital One hacking suspect pleads not guilty to federal computer, wire fraud charges ",/post/cdd67f8efe7507df5423,/u/doctorpsy  ,/d/DarknetMarketsIndia
  ,/post/8bbbaea6d1097774afc5,/u/thumbsup90  ,/d/DarknetMarketsIndia
Can someone hook me up with a fake ID that can be verified as real?   ,/post/3f7536c5c71db00b1b40,/u/Badred33  ,/d/DarknetMarketsIndia
Shoppers Stop Updates   ,/post/891480e7d982e60a96d2,/u/theacidindia  ,/d/DarknetMarketsIndia
Portuguese police bust darknet-based counterfeit cash network ,/post/a4143c7d68af0c92bb97,/u/[deleted]  ,/d/DarknetMarketsIndia
  ,/post/effba1529357d08492f6,/u/TWA  ,/d/DarknetMarketsIndia
Fun Things While Tripping   ,/post/cc582c55b8c0988cb878,/u/[deleted]  ,/d/DarknetMarketsIndia
A$AP Rocky's Lawyer Shot In The Head In Sweden: Report ,/post/aa832287f981691463b1,/u/sosimage  ,/d/DarknetMarketsIndia
  ,/post/1bf37344861b19ad5ea4,/u/hihellodarknet  ,/d/DarknetMarketsIndia
[Review] ShoppersStop Peruvian Coke   ,/post/a5215037c561145f8273,/u/potato17  ,/d/DarknetMarketsIndia
Buy bitcoin   ,/post/0bad94ff0df901dfc457,/u/doctorpsy  ,/d/DarknetMarketsIndia
On LSD Dealers.   ,/post/28c8c60c1084b8aaa739,/u/Slowthai  ,/d/DarknetMarketsIndia
NL and CA tracked   ,/post/ef77faa427f4d1a308ce,/u/madness420  ,/d/DarknetMarketsIndia
MrGreene Untracked   ,/post/2437afe811106e225327,/u/ITSVICEUK  ,/d/DarknetMarketsIndia
India Post - Weird or Normal   ,/post/4e4068059009016cc124,/u/kalekaam  ,/d/DarknetMarketsIndia
2mg alp xanax bars - 89% mdma ukndd - worldwide always special delivery   ,/post/0aefd1bed48abc77a52e,/u/sitama  ,/d/DarknetMarketsIndia
How to buy BTC in large amount?   ,/post/c00602b8a70502e47c71,/u/hihellodarknet  ,/d/DarknetMarketsIndia
"need trusted vendor for coke,lsd,heroin and others   ",/post/0c6221914821d88d48b9,/u/jimpxx50  ,/d/DarknetMarketsIndia
First time doing LSD!   ,/post/535aeec50fb0efe064f7,/u/theacidindia  ,/d/DarknetMarketsIndia
NEED HELP WITH CARDING   ,/post/1046465270dde2bb3681,/u/mckenna420  ,/d/DarknetMarketsIndia
Namastelsd pack arrived after 40 dyas   ,/post/afff1329a622df77d05b,/u/doctorpsy  ,/d/DarknetMarketsIndia
GammaGoblin - Tracked or Untracked?   ,/post/a32d843961dc6b0272e7,/u/NCB  ,/d/DarknetMarketsIndia
The usual fuckall india post mindfuck   ,/post/8b1b2d16530dfe9e7fce,/u/Divinedark  ,/d/DarknetMarketsIndia
Looking for delivery Receiving & Forwarding service   ,/post/ceebc27b952a2bcace59,/u/NoobIndian  ,/d/DarknetMarketsIndia
Tracked Mail || South India - Tier 1 City || Update   ,/post/3e763be8e05c76baf5b5,/u/twistypaawji  ,/d/DarknetMarketsIndia
[BR - WW] PERUVIAN COCAINE.HCL 93% (EXPORT TYPE) A+++ ,/post/2b81a089d1d978dcbc78,/u/BrazilCoke  ,/d/DarknetMarketsIndia
  ,/post/928ea26069b9c9675b58,/u/sanky1  ,/d/DarknetMarketsIndia
Payu gateway carding   ,/post/0d290cff63fd978a2291,/u/jokingsmoking1978  ,/d/DarknetMarketsIndia
Has anyone importedimporting CBD OIL to India via clearnet or otherwise?   ,/post/5ac8dc7c0b290f6e30c3,/u/[deleted]  ,/d/DarknetMarketsIndia
Feds decline to charge FBI agent who killed kidnap victim ,/post/ec67b8fd3d79bbe298ba,/u/twistypaawji  ,/d/DarknetMarketsIndia
  ,/post/1ec3acb1673c20268082,/u/theacidindia  ,/d/DarknetMarketsIndia
Vendor Review || SOS Handle || 1oz Strawberry Cough - GREAT FOR RESELL   ,/post/815372caa6c3e3b8ebb0,/u/Badred33  ,/d/DarknetMarketsIndia
Everything about Ospecs   ,/post/99cafdc9cd6990dabedc,/u/[deleted]  ,/d/DarknetMarketsIndia
[Review] SoS_handle Strawberry Cough 1oz review   ,/post/7b5eab4b26a147710ccc,/u/SoS_Handle  ,/d/DarknetMarketsIndia
Vendor Review || SoSHandle || 1oz Wedding Cake ( Cali )   ,/post/f77b37ce445bc9d4ea6c,/u/theacidindia  ,/d/DarknetMarketsIndia
SoSHandle - Your Trustworthy Canna Plug - Menu and Reviews.   ,/post/2149f225eedb46dfd51a,/u/Stylz14  ,/d/DarknetMarketsIndia
These are the things LE are doing to keep a watch on us   ,/post/e925f257666b9c7ac86f,/u/LiquidGold22  ,/d/DarknetMarketsIndia
5 meo dmt   ,/post/c2706842705f5cbcc90f,/u/[deleted]  ,/d/DarknetMarketsIndia
LiquidGold's New Product Launch ~ 100 x 200mg XTC £80 ~ 28g Amnesia Haze £120 + 50% OFF HEROIN ,/post/d09b1efe140c5220e304,/u/[deleted]  ,/d/DarknetMarketsIndia
  ,/post/777b8bf3c0897bf90265,/u/matsyagandhi  ,/d/DarknetMarketsIndia
Conversions in India   ,/post/2b01d4850b3257bae6b2,/u/sabahabib  ,/d/DarknetMarketsIndia
Blockchain analysis startup Elliptic scores $23M ,/post/86ae33a8a60035fb2b3c,/u/jking2323  ,/d/DarknetMarketsIndia
  ,/post/c754b5c3b235433f81ce,/u/theacidindia  ,/d/DarknetMarketsIndia
[Review] SoSHandle Agent Orange AAA | 1 Oz (Domestic)   ,/post/59d85b007e5e471da3c2,/u/sosimage  ,/d/DarknetMarketsIndia
Vendor Review : realcanadianpotstore  2g Larry Byrd AAAA Shatter   ,/post/618aa354e8557b3e80e7,/u/pinealcolada  ,/d/DarknetMarketsIndia
INDIA POST   ,/post/a58836b10afc9e056fa3,/u/jumpropepiscis  ,/d/DarknetMarketsIndia
DuckDuckgo Promotes Phishing Dark.Fail Links ,/post/b0002d63dcc0484a08af,/u/[deleted]  ,/d/DarknetMarketsIndia
  ,/post/c175e8a9e620299308d9,/u/matsyagandhi  ,/d/DarknetMarketsIndia
Anyone tried ordering blotters from NamasteLSD's deomstic store?   ,/post/e8ed62d5bb4abe2ca481,/u/delhifpo  ,/d/DarknetMarketsIndia
[Review] Strawberry Cough |1oz   ,/post/2a792282eb25ccc534ed,/u/[deleted]  ,/d/DarknetMarketsIndia
Vendor gets life sentence for smuggling opioids ,/post/ebc82778dfefc9b9f096,/u/WeedManNG  ,/d/DarknetMarketsIndia
  ,/post/6da54f36b70b895a58f0,/u/gandu123  ,/d/DarknetMarketsIndia
Where do i get my package   ,/post/6316848c53258e3af721,/u/hihellodarknet  ,/d/DarknetMarketsIndia
Order from Poland   ,/post/53110b5f0b35756c36cc,/u/mumuso  ,/d/DarknetMarketsIndia
Order still processing!   ,/post/f90b530fd616f6b4c0d6,/u/hihellodarknet  ,/d/DarknetMarketsIndia
could someone suggest domestic ecstasy vendors   ,/post/2b338f5ce28d0e920d9c,/u/[deleted]  ,/d/DarknetMarketsIndia
Empire exit scamming???!!   ,/post/533b7a3fde14594eb36d,/u/DesiPsychonaut  ,/d/DarknetMarketsIndia
Coloradans leading the world’s criminal investigations into the dark web; Blockchain Analysis ,/post/57dce1545e6cc11e646c,/u/WeedManNG  ,/d/DarknetMarketsIndia
  ,/post/edbda93c8608c90e4e2d,/u/prophet_46  ,/d/DarknetMarketsIndia
Help with getting weed in Bangalore   ,/post/0fb2368447974c9ad4dd,/u/151541874154889  ,/d/DarknetMarketsIndia
My first order of dnm never came ...   ,/post/ba006a3b602e96a7e395,/u/notabot0  ,/d/DarknetMarketsIndia
received a pack from SAMSPADE2   ,/post/da0e35917d2effd41ba9,/u/[deleted]  ,/d/DarknetMarketsIndia
NamasteLSD Experince /\   ,/post/069ec3aa0e4a74b14983,/u/blackship  ,/d/DarknetMarketsIndia
Sending Weed Domestically   ,/post/f919abe6b636a0c4adc9,/u/Slowthai  ,/d/DarknetMarketsIndia
ProtonMail Is not Private -(Be careful while dealing in Proton mail) ,/post/0f5c905e5af9555654ca,/u/theacidindia  ,/d/DarknetMarketsIndia
  ,/post/1224ba2c2e4943576238,/u/kalekaam  ,/d/DarknetMarketsIndia
Empire possible exit scam   ,/post/6d0ede67fbeebf308068,/u/LSD-25  ,/d/DarknetMarketsIndia
What is the update guys ? any packs arriving from namastelsd   ,/post/10e4f026af9355c832e3,/u/charlie  ,/d/DarknetMarketsIndia
Hyy anyone familiar about Indian Customs....   ,/post/538ba6cd8355d6247d16,/u/xxmaximusxx  ,/d/DarknetMarketsIndia
looking for advise   ,/post/7978f753942230a4c8cc,/u/DesiPsychonaut  ,/d/DarknetMarketsIndia
Have any of you guys ordered from onlydmtfromtj on Empire?   ,/post/bac11c70b1a15fd05ed9,/u/cambodianhusk  ,/d/DarknetMarketsIndia
Can someone help out a beginner?   ,/post/01316f6e6fbe436bd94a,/u/lachu9909  ,/d/DarknetMarketsIndia
Anyone ordered from PartysquadNL this month?   ,/post/d4fc93aaa37e5e6520d9,/u/WeedManiaac  ,/d/DarknetMarketsIndia
MartyMcHigh Scammer Post Update   ,/post/fd645ea4b33cff5d28bc,/u/rjprimee  ,/d/DarknetMarketsIndia
Strawberry Cough 1oz review SOShandle   ,/post/69da4a7b93b6eac6f27a,/u/charlie  ,/d/DarknetMarketsIndia
LSD Domestic in India...   ,/post/9f65fea960e82e5cb5d3,/u/twistypaawji  ,/d/DarknetMarketsIndia
Vendor Review || DocDistillate || 1ml RSO   ,/post/cf2668a3d55d16c09aef,/u/[deleted]  ,/d/DarknetMarketsIndia
"MED QUALITY KUSH  "" KINDSELECTION"" FROM EMPIRE   ",/post/ef0e2767eacbb36e3643,/u/prophet_46  ,/d/DarknetMarketsIndia
POSTAL DELAY THIS MONTH ( TIER 1 cities )   ,/post/f569470c7b58d997add8,/u/Badred33  ,/d/DarknetMarketsIndia
NamasteLSD   ,/post/9e55e6d6b94fa9130a9a,/u/zshadow123  ,/d/DarknetMarketsIndia
Carding   ,/post/c3f82bbba0770114e04c,/u/dawkins971  ,/d/DarknetMarketsIndia
tatrikom back in action. Indian Vendor   ,/post/60380babd73f6a94503c,/u/Stylz14  ,/d/DarknetMarketsIndia
Is tantrikOm in EM legit?   ,/post/577d62f0869c2e132197,/u/BrazilCoke  ,/d/DarknetMarketsIndia
vendors who ship DS3.0 and GG to India ,/post/811053a4c1b8200397db,/u/litheworthless  ,/d/DarknetMarketsIndia
  ,/post/8f5e3802228de760cee6,/u/thumbsup90  ,/d/DarknetMarketsIndia
"only 33 samples left available, shipping no later than this friday! FREE 5x LSD ",/post/a61e909776d628672f13,/u/[deleted]  ,/d/DarknetMarketsIndia
  ,/post/2850c41ee8ea0ddddaf4,/u/Badred33  ,/d/DarknetMarketsIndia
"Malaysia’s biggest drug bust: Four tons of cocaine and ketamine seized, worth nearly RM700 million ",/post/921960c02ef11a4becf6,/u/sanky1  ,/d/DarknetMarketsIndia
  ,/post/82175ffffabb4a0c87cb,/u/GaramChai  ,/d/DarknetMarketsIndia
juul device?   ,/post/1b311616cde4022ca528,/u/litheworthless  ,/d/DarknetMarketsIndia
custom department   ,/post/07932347356aba6c5acf,/u/theadore  ,/d/DarknetMarketsIndia
"Namaskar, Mitron! Your suggestions are welcome here.   ",/post/203f9729c91d837c52cf,/u/notabot0  ,/d/DarknetMarketsIndia
HeinekenExpress Blue Punishers 300 mg Review ,/post/539877fc1456b8fb0a83,/u/jimpxx50  ,/d/DarknetMarketsIndia
  ,/post/5bb7e3b11a5c007cac2e,/u/[deleted]  ,/d/DarknetMarketsIndia
Domestic weed vendors? Quality buds?   ,/post/9d3ea1d87bc0f471a1ad,/u/[deleted]  ,/d/DarknetMarketsIndia
Vendor psycellium   ,/post/57d44d676c1aadf1d2a0,/u/poot433  ,/d/DarknetMarketsIndia
ANYONE WHO DOES CARDING?   ,/post/b27ce50399ed7f26edc5,/u/gandu123  ,/d/DarknetMarketsIndia
DOMESTIC VENDOR FOR FULL SPECTRUM LIVE RESIN CARTS MQ   ,/post/4829a389c9589e70b018,/u/HawtSaucce  ,/d/DarknetMarketsIndia
FBI seeks tips on marijuana industry corruption ,/post/23aed57e89bc417bb05c,/u/modijibazinga  ,/d/DarknetMarketsIndia
  ,/post/5570a3cb03a96be146b1,/u/[deleted]  ,/d/DarknetMarketsIndia
hey ppl   ,/post/c15d30172a746868ea39,/u/airpods  ,/d/DarknetMarketsIndia
Flower vendor who uses tin can   ,/post/da5b128543a826f40034,/u/theacidindia  ,/d/DarknetMarketsIndia
Cash-bitcoin   ,/post/f6667b5a73e1d0227577,/u/WeedManiaac  ,/d/DarknetMarketsIndia
vendor account ?   ,/post/ca227eeadaa1950ff424,/u/maddlyfooted  ,/d/DarknetMarketsIndia
FBI launches 'Think Before You Post' campaign ,/post/1fc478a67f51079e37cf,/u/[deleted]  ,/d/DarknetMarketsIndia
  ,/post/8a2ecb5f4e05ad57aca1,/u/doctorpsy  ,/d/DarknetMarketsIndia
RADARBREEDER   ,/post/4eb94bcef286d7f64aab,/u/theacidindia  ,/d/DarknetMarketsIndia
ULTIMATE OPSEC GUIDE ,/post/9faf711974b8cebe0ba1,/u/r3b0rn  ,/d/DarknetMarketsIndia
  ,/post/458fd160ac5fab7d4d43,/u/xaialonso  ,/d/DarknetMarketsIndia
Transitioning into better times - Tip to Vendors ,/post/7edce8da8c77d2cf9025,/u/maddlyfooted  ,/d/DarknetMarketsIndia
  ,/post/210514d22a22cb27f2fe,/u/Badred33  ,/d/DarknetMarketsIndia
phone calls from +91 11-00   ,/post/8c28e423d14992cb207f,/u/theacidindia  ,/d/DarknetMarketsIndia
vendors shipping to india with good success rate ?   ,/post/e5fdb295fa10f5833aa9,/u/twistypaawji  ,/d/DarknetMarketsIndia
is tantrikom39 legit?   ,/post/6626fc4504c624374002,/u/notabot0  ,/d/DarknetMarketsIndia
there are some changes in this subdread from now onwards   ,/post/19641c29eca46ac187e3,/u/Badred33  ,/d/DarknetMarketsIndia
Vendor Review || SOS Handle || 1oz Purple Mr Nice - BEST SHIT RIGHT NOW   ,/post/c4946f6f5790101feeab,/u/CannabisNation  ,/d/DarknetMarketsIndia
Any incoming orders to IN? ,/post/9a3c7ed994724c3c9a18,/u/neon  ,/d/DarknetMarketsIndia
  ,/post/b2bc6613607628a8460f,/u/hotbox420  ,/d/DarknetMarketsIndia
[vendor review] Sos handle 1 oz purple mr nice guy   ,/post/bdc52ca0e1bad90fc18f,/u/samanstri  ,/d/DarknetMarketsIndia
THC Vapes to India ..   ,/post/e518a31c368eae060006,/u/doctorpsy  ,/d/DarknetMarketsIndia
[Vendor Review] SOSHandle for dank bud delivered fast   ,/post/99bc0e4eaa701f749e2c,/u/prophet_46  ,/d/DarknetMarketsIndia
Bangalore Postal Delay   ,/post/ee38853243404c8a8741,/u/The_Neelkanth  ,/d/DarknetMarketsIndia
OverniteExpress Review   ,/post/39437ce0b0378e22cf9e,/u/[deleted]  ,/d/DarknetMarketsIndia
Ask about sourcing in Sourcing Megatread   ,/post/23cd268879e4ab46d2b2,/u/theacidindia  ,/d/DarknetMarketsIndia
There is still hope my orders made it from US and Canada   ,/post/686564b6fd1b7492c5bc,/u/theking4ever  ,/d/DarknetMarketsIndia
PSA: Stay cautious about what you post here. Actual incident inside.   ,/post/31cd41fe3b7c1e5ae17c,/u/GaramChai  ,/d/DarknetMarketsIndia
Mandrax in india!!!   ,/post/7bb96a5dc71774dc2e6d,/u/gullyboy  ,/d/DarknetMarketsIndia
Letter delivered finally   ,/post/3d42069aee3cc983c70f,/u/tripper  ,/d/DarknetMarketsIndia
LSD Delivery Questions   ,/post/f0852dcfd5493ea9764a,/u/stardust  ,/d/DarknetMarketsIndia
hopecannabisco any reviews / legit or scam ?   ,/post/930fc660574f5fc1469e,/u/d6vil  ,/d/DarknetMarketsIndia
reliable source for good mdma   ,/post/4a6ad0e9de51c33673c2,/u/gurugulabkhatri  ,/d/DarknetMarketsIndia
Dont have a drop ? Read this   ,/post/03205539e468a3af5146,/u/theacidindia  ,/d/DarknetMarketsIndia
looking for any financial services in india   ,/post/76f5e782aef74cf8f5f2,/u/lawada  ,/d/DarknetMarketsIndia
Domestic Vendors with Psychedelics   ,/post/aa08a468c433e670feaf,/u/thumbsup90  ,/d/DarknetMarketsIndia
NAMASTE LSD ORDERS TO INDIA   ,/post/515a4cf55fde35349684,/u/shockgogo007  ,/d/DarknetMarketsIndia
Karma Points.   ,/post/67e93fcd0f795e02ae26,/u/Potprofessor  ,/d/DarknetMarketsIndia
how much do you pay for btc?   ,/post/afb197c5535c73c82891,/u/litheworthless  ,/d/DarknetMarketsIndia
Unbelievably fast international delivery (NL)   ,/post/bd6fdbca6f5ee14b5951,/u/TheEvangelion  ,/d/DarknetMarketsIndia
Delay for letter   ,/post/b26c9dce985f156a740a,/u/tripper  ,/d/DarknetMarketsIndia
airvape x   ,/post/a6eca52d9011daabbd70,/u/Badred33  ,/d/DarknetMarketsIndia
KEEPITFRESH Product review from Empire   ,/post/598e14e97c7d00763f19,/u/[deleted]  ,/d/DarknetMarketsIndia
RXhind ?  when is he back?   ,/post/1e1e4f4b59f618bacc7f,/u/darksoul5596  ,/d/DarknetMarketsIndia
"High grade premium Quality A+++ weed , spunk,Haze, in one place   ",/post/d905254aeba14ed878bf,/u/[deleted]  ,/d/DarknetMarketsIndia
SilkRoad has sucked up my bitcoins   ,/post/95462179d62f91e87945,/u/ZagreusHades  ,/d/DarknetMarketsIndia
Cryptocurrency status in the near future in India.   ,/post/b79667cbc92111b69b22,/u/DavidGoliath  ,/d/DarknetMarketsIndia
How's the new Banner   ,/post/d204d77d8f36ad6e7d28,/u/theacidindia  ,/d/DarknetMarketsIndia
1 oz Gods Green Crack / Soshandle / Review   ,/post/29c17d27a668d26273bc,/u/doctorpsy  ,/d/DarknetMarketsIndia
"BEST LSD VENDOR ,WITH FASTEST AND SAFEST DELIVERY TO DELHI   ",/post/2ccfcbd51da0b69a14ff,/u/shockgogo007  ,/d/DarknetMarketsIndia
whats a better option Tracked or untracked letters?   ,/post/070e0062ef09693e3e1a,/u/rjprimee  ,/d/DarknetMarketsIndia
FLAVOURSTOP ON EMPIRE 20%-30% SALE ON ENTIRE STORE!!! ***SUMMER SALE*** ,/post/e7acd209109dee9b688a,/u/ironman77  ,/d/DarknetMarketsIndia
  ,/post/d36e97bc73b24a47ff40,/u/delhifpo  ,/d/DarknetMarketsIndia
soshandle 1oz Review   ,/post/8196812d0b3eac888728,/u/tripper  ,/d/DarknetMarketsIndia
tracking   ,/post/ebeca5910cd21786e0a5,/u/theburninghands  ,/d/DarknetMarketsIndia
Sourcing in Bengaluru - Opiods   ,/post/4018d9fb5eb4a7ad131f,/u/r3b0rn  ,/d/DarknetMarketsIndia
Experience with @YourFinest - Vendor - Psychedelics   ,/post/b017de949c0501904a0c,/u/LSD-25  ,/d/DarknetMarketsIndia
GG's shipping time to india?   ,/post/9e4b1835673b5156fb15,/u/[deleted]  ,/d/DarknetMarketsIndia
Feeling a little uncomfortable about canadianFlavor   ,/post/0a16aeeda77bd675125e,/u/chelseagrin  ,/d/DarknetMarketsIndia
help me source ketamine locally   ,/post/9c49855518b6721e115d,/u/theacidindia  ,/d/DarknetMarketsIndia
Should i start doing AMA in this sub   ,/post/4b69d612678d4db2ab36,/u/[deleted]  ,/d/DarknetMarketsIndia
SOSHandle Domestic Shipping GGC Review   ,/post/4ab8474e628a05ac82fc,/u/canadianflavor  ,/d/DarknetMarketsIndia
"New announcement, my buyers please read!   ",/post/ded1965f5b32ca393070,/u/ggwp2019  ,/d/DarknetMarketsIndia
Review SOSHandle 16 Ounce (1 Lb) Weed   ,/post/b665b665c4b84eeb8558,/u/Badred33  ,/d/DarknetMarketsIndia
can anybody vouch for soshandle? or any positivie review s   ,/post/aa3eea26ef8db7345a85,/u/dddwin3  ,/d/DarknetMarketsIndia
"US vs EUROPE shipping, which country is less risky to ship to india   ",/post/9eeec418a138e0af1424,/u/mariadharaman123  ,/d/DarknetMarketsIndia
Ketamine   ,/post/6eb9053a78e37c554108,/u/kidwithdaxan  ,/d/DarknetMarketsIndia
Purchasing Weed Domestically   ,/post/65061926e7435059bc04,/u/delhifpo  ,/d/DarknetMarketsIndia
shipping declarations   ,/post/4a7e6b33145c574f5b7a,/u/canadianflavor  ,/d/DarknetMarketsIndia
I will be opening vendor shop on Empire Soon   ,/post/e5e40d2fa2e2aa1a3c25,/u/theacidindia  ,/d/DarknetMarketsIndia
ordering from 420 tokeit   ,/post/67e2eaac4cfaa7e3f23e,/u/Badred33  ,/d/DarknetMarketsIndia
Tracking updates at blore sub fgn   ,/post/362b0f5d634865c11fa6,/u/doctorpsy  ,/d/DarknetMarketsIndia
Review: NamasteLSD Domestic India Listing for 200ug Tabs (Crosspost from d/NamsteLSD)   ,/post/71f37df271b19fa2ea4c,/u/TheEvangelion  ,/d/DarknetMarketsIndia
all about delivery to india and problems with coustom this year   ,/post/75a5635b12387b1eec4e,/u/shockgogo007  ,/d/DarknetMarketsIndia
ordered from NamasteLSD   ,/post/7900899a85a4ddf5b9ec,/u/Badred33  ,/d/DarknetMarketsIndia
Don't leave bad reviews if your order got seized!   ,/post/5ca7d23b2978f75d1363,/u/twistypaawji  ,/d/DarknetMarketsIndia
/d/IndianStoners   ,/post/d7f6b411efe069b46ea3,/u/KalKi  ,/d/DarknetMarketsIndia
